[2026-01-26 18:18:22][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M04/exp07/train_20260126_181822_gpu2_pid3585890.log
[2026-01-26 18:18:22][INFO] 进程 PID: 3585890
[2026-01-26 18:18:22][INFO] ========== PINN 训练开始 ==========
[2026-01-26 18:18:22][INFO] 物理项权重 λ_pde = 1.5
[2026-01-26 18:18:22][INFO] 使用设备: cuda
[2026-01-26 18:18:22][INFO] 训练参数: {'lambda_pde': 1.5, 'epochs': 120, 'lr': 0.005, 'batch_cases': 1, 'points_per_case': 600000, 'num_workers': 8, 'device': 'cuda', 'log_dir': 'logs/M04/exp07', 'ckpt_dir': 'checkpoints/M04/exp07'}
[2026-01-26 18:18:22][INFO] 数据集大小: 141 cases
[2026-01-26 18:18:22][INFO] 每 case 采样点数: 600000
[2026-01-26 18:18:27][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-26 18:18:27][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=10)
[2026-01-26 18:22:37][INFO] [Epoch 001] MSE Loss = 21316.507970 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:48:37][INFO] [Epoch 037] MSE Loss = 396.498434 | PDE LOSS = 5.356856 |  LR = 5.00e-03
[2026-01-26 20:52:41][INFO] [Epoch 038] MSE Loss = 366.654724 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 20:56:46][INFO] [Epoch 039] MSE Loss = 315.838357 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:00:49][INFO] [Epoch 040] MSE Loss = 317.124905 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:04:51][INFO] [Epoch 041] MSE Loss = 321.717262 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:08:52][INFO] [Epoch 042] MSE Loss = 322.198719 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:12:57][INFO] [Epoch 043] MSE Loss = 479.116793 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:17:00][INFO] [Epoch 044] MSE Loss = 330.217478 | PDE LOSS = 24.903778 |  LR = 5.00e-03
[2026-01-26 21:21:04][INFO] [Epoch 045] MSE Loss = 324.778316 | PDE LOSS = 3.626121 |  LR = 5.00e-03
[2026-01-26 21:25:08][INFO] [Epoch 046] MSE Loss = 310.451570 | PDE LOSS = 10.112318 |  LR = 5.00e-03
[2026-01-26 21:29:16][INFO] [Epoch 047] MSE Loss = 310.595163 | PDE LOSS = 6.272073 |  LR = 5.00e-03
[2026-01-26 21:33:21][INFO] [Epoch 048] MSE Loss = 309.205951 | PDE LOSS = 2.249109 |  LR = 5.00e-03
[2026-01-26 21:37:24][INFO] [Epoch 049] MSE Loss = 308.422567 | PDE LOSS = 11.236502 |  LR = 5.00e-03
[2026-01-26 21:41:26][INFO] [Epoch 050] MSE Loss = 310.217595 | PDE LOSS = 4.762949 |  LR = 5.00e-03
[2026-01-26 21:45:24][INFO] [Epoch 051] MSE Loss = 307.100216 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 21:49:27][INFO] [Epoch 052] MSE Loss = 321.212271 | PDE LOSS = 12.263680 |  LR = 5.00e-03
[2026-01-26 21:53:28][INFO] [Epoch 053] MSE Loss = 320.695873 | PDE LOSS = 4.350885 |  LR = 5.00e-03
[2026-01-26 21:57:35][INFO] [Epoch 054] MSE Loss = 333.691499 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:01:38][INFO] [Epoch 055] MSE Loss = 328.033783 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:05:45][INFO] [Epoch 056] MSE Loss = 328.165979 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:09:50][INFO] [Epoch 057] MSE Loss = 376.170925 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:13:55][INFO] [Epoch 058] MSE Loss = 309.963193 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:17:56][INFO] [Epoch 059] MSE Loss = 306.719333 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:21:55][INFO] [Epoch 060] MSE Loss = 308.005261 | PDE LOSS = 9.760359 |  LR = 5.00e-03
[2026-01-26 22:25:52][INFO] [Epoch 061] MSE Loss = 506.263929 | PDE LOSS = 4.976372 |  LR = 5.00e-03
[2026-01-26 22:29:55][INFO] [Epoch 062] MSE Loss = 315.506500 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:33:52][INFO] [Epoch 063] MSE Loss = 308.132785 | PDE LOSS = 7.134389 |  LR = 5.00e-03
[2026-01-26 22:37:10][INFO] [Epoch 064] MSE Loss = 309.657475 | PDE LOSS = 13.937235 |  LR = 5.00e-03
[2026-01-26 22:40:02][INFO] [Epoch 065] MSE Loss = 319.602341 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:42:26][INFO] [Epoch 066] MSE Loss = 304.854951 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:44:34][INFO] [Epoch 067] MSE Loss = 313.379871 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:46:34][INFO] [Epoch 068] MSE Loss = 311.348803 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:48:30][INFO] [Epoch 069] MSE Loss = 301.157274 | PDE LOSS = 4.569496 |  LR = 5.00e-03
[2026-01-26 22:50:28][INFO] [Epoch 070] MSE Loss = 342.951532 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:52:23][INFO] [Epoch 071] MSE Loss = 309.851934 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:54:19][INFO] [Epoch 072] MSE Loss = 303.816032 | PDE LOSS = 2.118798 |  LR = 5.00e-03
[2026-01-26 22:56:13][INFO] [Epoch 073] MSE Loss = 335.924893 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 22:58:10][INFO] [Epoch 074] MSE Loss = 371.302835 | PDE LOSS = 11.421662 |  LR = 5.00e-03
[2026-01-26 23:00:09][INFO] [Epoch 075] MSE Loss = 316.987372 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:02:07][INFO] [Epoch 076] MSE Loss = 300.945194 | PDE LOSS = 2.037377 |  LR = 5.00e-03
[2026-01-26 23:04:04][INFO] [Epoch 077] MSE Loss = 312.630339 | PDE LOSS = 7.384017 |  LR = 5.00e-03
[2026-01-26 23:05:57][INFO] [Epoch 078] MSE Loss = 300.351977 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:07:56][INFO] [Epoch 079] MSE Loss = 298.491111 | PDE LOSS = 13.314595 |  LR = 5.00e-03
[2026-01-26 23:09:54][INFO] [Epoch 080] MSE Loss = 294.773844 | PDE LOSS = 9.742328 |  LR = 5.00e-03
[2026-01-26 23:11:49][INFO] [Epoch 081] MSE Loss = 300.607013 | PDE LOSS = 11.108035 |  LR = 5.00e-03
[2026-01-26 23:13:46][INFO] [Epoch 082] MSE Loss = 366.712630 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:15:39][INFO] [Epoch 083] MSE Loss = 321.003600 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:17:37][INFO] [Epoch 084] MSE Loss = 294.937711 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:19:34][INFO] [Epoch 085] MSE Loss = 297.369313 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:21:34][INFO] [Epoch 086] MSE Loss = 306.800761 | PDE LOSS = 8.249425 |  LR = 5.00e-03
[2026-01-26 23:23:29][INFO] [Epoch 087] MSE Loss = 307.633237 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:25:30][INFO] [Epoch 088] MSE Loss = 315.196224 | PDE LOSS = 0.000000 |  LR = 5.00e-03
[2026-01-26 23:27:25][INFO] [Epoch 089] MSE Loss = 312.499530 | PDE LOSS = 4.358863 |  LR = 5.00e-03
[2026-01-26 23:29:24][INFO] [Epoch 090] MSE Loss = 299.914495 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-26 23:31:19][INFO] [Epoch 091] MSE Loss = 290.354545 | PDE LOSS = 1.727736 |  LR = 2.50e-03
[2026-01-26 23:33:16][INFO] [Epoch 092] MSE Loss = 289.462457 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-26 23:35:13][INFO] [Epoch 093] MSE Loss = 288.806155 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-26 23:37:14][INFO] [Epoch 094] MSE Loss = 288.322830 | PDE LOSS = 2.335308 |  LR = 2.50e-03
[2026-01-26 23:39:12][INFO] [Epoch 095] MSE Loss = 288.080349 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-26 23:41:07][INFO] [Epoch 096] MSE Loss = 288.727986 | PDE LOSS = 1.924344 |  LR = 2.50e-03
[2026-01-26 23:43:05][INFO] [Epoch 097] MSE Loss = 287.822191 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-26 23:45:05][INFO] [Epoch 098] MSE Loss = 288.306967 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-26 23:47:01][INFO] [Epoch 099] MSE Loss = 289.753492 | PDE LOSS = 1.837149 |  LR = 2.50e-03
[2026-01-26 23:48:53][INFO] [Epoch 100] MSE Loss = 412.589511 | PDE LOSS = 11.938282 |  LR = 2.50e-03
[2026-01-26 23:50:50][INFO] [Epoch 101] MSE Loss = 308.004158 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-26 23:52:47][INFO] [Epoch 102] MSE Loss = 290.636357 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-26 23:54:47][INFO] [Epoch 103] MSE Loss = 289.979895 | PDE LOSS = 4.011582 |  LR = 2.50e-03
[2026-01-26 23:56:44][INFO] [Epoch 104] MSE Loss = 287.902103 | PDE LOSS = 6.004946 |  LR = 2.50e-03
[2026-01-26 23:58:41][INFO] [Epoch 105] MSE Loss = 287.110177 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:00:37][INFO] [Epoch 106] MSE Loss = 320.473991 | PDE LOSS = 1.687415 |  LR = 2.50e-03
[2026-01-27 00:02:33][INFO] [Epoch 107] MSE Loss = 291.162288 | PDE LOSS = 1.529453 |  LR = 2.50e-03
[2026-01-27 00:04:31][INFO] [Epoch 108] MSE Loss = 285.564919 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:06:30][INFO] [Epoch 109] MSE Loss = 284.979495 | PDE LOSS = 5.148080 |  LR = 2.50e-03
[2026-01-27 00:08:27][INFO] [Epoch 110] MSE Loss = 285.003501 | PDE LOSS = 1.305629 |  LR = 2.50e-03
[2026-01-27 00:10:24][INFO] [Epoch 111] MSE Loss = 283.770091 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:12:18][INFO] [Epoch 112] MSE Loss = 284.722564 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:14:17][INFO] [Epoch 113] MSE Loss = 308.161875 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:16:14][INFO] [Epoch 114] MSE Loss = 288.407786 | PDE LOSS = 7.552895 |  LR = 2.50e-03
[2026-01-27 00:18:08][INFO] [Epoch 115] MSE Loss = 284.119778 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:20:03][INFO] [Epoch 116] MSE Loss = 286.267180 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:21:58][INFO] [Epoch 117] MSE Loss = 282.855816 | PDE LOSS = 1.348032 |  LR = 2.50e-03
[2026-01-27 00:23:54][INFO] [Epoch 118] MSE Loss = 281.845037 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:25:54][INFO] [Epoch 119] MSE Loss = 285.804524 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:27:29][INFO] [Epoch 120] MSE Loss = 287.385347 | PDE LOSS = 0.000000 |  LR = 2.50e-03
[2026-01-27 00:27:29][INFO] 训练结束，模型已保存至: /data/sda/zjc/comsol_pinn/checkpoints/M04/exp07/M04_pinn.pt
[2026-01-27 00:27:29][INFO] ========== 训练结束 ==========
